file,coverage,peak_comp,stack_comp,compression_time,peak_decomp,stack_decomp,decompression_time,compressed_size,plain_size
sources.001.2,3,953092658,6291456,19.1806,349493440,6291456,1.1608,43827202, 104857600
sources.001.2,4,838861836,6291456,19.0075,245131380,6291456,0.6799,4764940, 104857600
sources.001.2,5,775947280,6291456,20.3972,212252054,6291456,0.8262,46171550, 104857600
sources.001.2,6,734004278,6291456,20.5082,191146398,6291456,0.6413,26083970, 104857600
sources.001.2,7,704044998,6291456,21.4452,180816593,6291456,0.6289,49710905, 104857600
sources.001.2,8,681575452,6291456,20.7586,166182368,6291456,0.4180,5632440, 104857600
sources.001.2,9,664099245,6291456,21.7473,167866401,6291456,0.5576,46421874, 104857600
sources.001.2,15,608175201,6291456,22.1823,162301453,6291456,0.5286,47927551, 104857600
sources.001.2,30,566232352,6291456,22.7307,165318102,6291456,0.5029,55876962, 104857600
sources.001.2,60,545261096,6291456,22.9885,180134764,6291456,0.4047,73031124, 104857600
sources.001.2-gcis-ef,-,5503808,6291456,14.7785,179828816,6291456,6.4781,4944584, 104857600
sources.001.2-gcis-s8b,-,6238248,6291456,14.9253,175676328,6291456,1.9970,4299635, 104857600
