file|coverage|peak_comp|stack_comp|compression_time|peak_decomp|stack_decomp|decompression_time|compressed_size|plain_size
cere|3|4151580841|14848|107,8795|1537606628|6592|16,7022|136209718| 461286644
cere|4|3690294200|13952|111,8586|1076328540|6592|13,7674|155308392| 461286644
cere|5|3413522217|11504|116,7966|922578147|6592|11,7766|140185153| 461286644
cere|6|3229007580|11392|126,1391|830350074|6592|8,9066|125449190| 461286644
cere|7|3097211396|11392|137,8908|768962387|6592|7,8530|122662437| 461286644
cere|8|2998364268|11392|149,6242|725461432|6592|7,7546|121438344| 461286644
cere|9|2921483164|11392|159,6347|694379949|6592|9,2782|122545756| 461286644
cere|15|2823798194|10496|198,9038|761195988|6592|8,0834|260470381| 461286644
cere|30|2746833926|9664|215,3513|792894406|6592|5,8595|314587038| 461286644
cere|60|2736355104|9664|225,7236|836992780|6592|4,7126|367111940| 461286644
cere-gcis-ef|-|26263144|6291456|68,8038|939832968|6291456|26,1446|20482239| 461286644
cere-gcis-s8b|-|23026528|6291456|69,6512|730940728|6291456|9,4334|17331549| 461286644
