file|coverage|peak|stack|time|substring_size
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,1229|1
dblp.xml.0001.1|3|17690910|6291456|0,004729753000000|1
dblp.xml.0001.1|4|1457682|6291456|0,005322424000000|1
dblp.xml.0001.1|5|20454691|6291456|0,004890250000000|1
dblp.xml.0001.1|6|6710376|6291456|0,004574769000000|1
dblp.xml.0001.1|7|20769798|6291456|0,004742631000000|1
dblp.xml.0001.1|8|1615862|6291456|0,004613133000000|1
dblp.xml.0001.1|9|25915120|6291456|0,004888600000000|1
dblp.xml.0001.1|11|29081717|6291456|0,005527792000000|1
dblp.xml.0001.1|15|24611608|6291456|0,004533469000000|1
dblp.xml.0001.1|30|19119088|6291456|0,004969988000000|1
dblp.xml.0001.1|60|18324098|6291456|0,006117054000000|1
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,1707|10
dblp.xml.0001.1|3|17690919|6291456|0,007612780000000|10
dblp.xml.0001.1|4|1457691|6291456|0,009577275000000|10
dblp.xml.0001.1|5|20454700|6291456|0,008916148000000|10
dblp.xml.0001.1|6|6710385|6291456|0,008909459000000|10
dblp.xml.0001.1|7|20769807|6291456|0,006098834000000|10
dblp.xml.0001.1|8|1615871|6291456|0,006581302000000|10
dblp.xml.0001.1|9|25915129|6291456|0,005738146000000|10
dblp.xml.0001.1|11|29081726|6291456|0,006433259000000|10
dblp.xml.0001.1|15|24611617|6291456|0,004340581000000|10
dblp.xml.0001.1|30|19119097|6291456|0,004622135000000|10
dblp.xml.0001.1|60|18324107|6291456|0,006296485000000|10
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|0,6066|100
dblp.xml.0001.1|3|17691009|6291456|0,018557416000000|100
dblp.xml.0001.1|4|1457781|6291456|0,038516339000000|100
dblp.xml.0001.1|5|20454790|6291456|0,019072125000000|100
dblp.xml.0001.1|6|6710475|6291456|0,026309246000000|100
dblp.xml.0001.1|7|20769897|6291456|0,012347119000000|100
dblp.xml.0001.1|8|1615961|6291456|0,017323334000000|100
dblp.xml.0001.1|9|25915219|6291456|0,014205965000000|100
dblp.xml.0001.1|11|29081816|6291456|0,016824397000000|100
dblp.xml.0001.1|15|24611707|6291456|0,006869892000000|100
dblp.xml.0001.1|30|19119187|6291456|0,006560443000000|100
dblp.xml.0001.1|60|18324197|6291456|0,007957013000000|100
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|5,2547|1000
dblp.xml.0001.1|3|17691909|6291456|0,083184134000000|1000
dblp.xml.0001.1|4|1458681|6291456|0,274440444000000|1000
dblp.xml.0001.1|5|20455690|6291456|0,072968609000000|1000
dblp.xml.0001.1|6|6711375|6291456|0,132795921000000|1000
dblp.xml.0001.1|7|20770797|6291456|0,045902240000000|1000
dblp.xml.0001.1|8|1616861|6291456|0,103555725000000|1000
dblp.xml.0001.1|9|25916119|6291456|0,043284147000000|1000
dblp.xml.0001.1|11|29082716|6291456|0,044949946000000|1000
dblp.xml.0001.1|15|24612607|6291456|0,031482618000000|1000
dblp.xml.0001.1|30|19120087|6291456|0,024564133000000|1000
dblp.xml.0001.1|60|18325097|6291456|0,026203231000000|1000
dblp.xml.0001.1-gcis-ef|-|1743424|6291456|49,4282|10000
dblp.xml.0001.1|3|17700909|6291456|0,712258480000000|10000
dblp.xml.0001.1|4|1467681|6291456|1,830603060000000|10000
dblp.xml.0001.1|5|20464690|6291456|0,506507796000000|10000
dblp.xml.0001.1|6|6720375|6291456|0,498068899000000|10000
dblp.xml.0001.1|7|20779797|6291456|0,366306456000000|10000
dblp.xml.0001.1|8|1625861|6291456|0,777706185000000|10000
dblp.xml.0001.1|9|25925119|6291456|0,334543924000000|10000
dblp.xml.0001.1|11|29091716|6291456|0,296538924000000|10000
dblp.xml.0001.1|15|24621607|6291456|0,239410517000000|10000
dblp.xml.0001.1|30|19129087|6291456|0,200375670000000|10000
dblp.xml.0001.1|60|18334097|6291456|0,188686624000000|10000
